-0.294152,-1.358316,-1.171331,-0.276142,-1.358201,-1.158024,-0.258134,-1.357855,-1.143297,-0.240132,-1.357280,-1.127153,-0.222139,-1.356475,-1.109600,-0.204155,-1.355440,-1.090647,-0.186188,-1.354175,-1.070304,-0.168237,-1.352681,-1.048586,-0.150306,-1.350957,-1.025507,-0.132398,-1.349003,-1.001083,-0.114515,-1.346823,-0.975334,-0.096661,-1.344412,-0.948281,-0.078837,-1.341775,-0.919947,-0.061048,-1.338910,-0.890354,-0.043295,-1.335817,-0.859531,-0.025583,-1.332498,-0.827506,-0.007912,-1.328953,-0.794308,0.009713,-1.325182,-0.759968,0.027291,-1.321187,-0.724519,0.044817,-1.316967,-0.687998,0.062290,-1.312523,-0.650441,0.079707,-1.307857,-0.611884,0.097064,-1.302968,-0.572367,0.114360,-1.297858,-0.531933,0.131592,-1.292527,-0.490621,0.148755,-1.286975,-0.448476,0.165850,-1.281206,-0.405544,0.182872,-1.275220,-0.361869,0.199818,-1.269015,-0.317499,0.216686,-1.262594,-0.272481,0.233474,-1.255958,-0.226866,0.250177,-1.249109,-0.180702
-0.276142,-1.358201,-1.158024,-0.258134,-1.357855,-1.143297,-0.240132,-1.357280,-1.127153,-0.222139,-1.356475,-1.109600,-0.204155,-1.355440,-1.090647,-0.186188,-1.354175,-1.070304,-0.168237,-1.352681,-1.048586,-0.150306,-1.350957,-1.025507,-0.132398,-1.349003,-1.001083,-0.114515,-1.346823,-0.975334,-0.096661,-1.344412,-0.948281,-0.078837,-1.341775,-0.919947,-0.061048,-1.338910,-0.890354,-0.043295,-1.335817,-0.859531,-0.025583,-1.332498,-0.827506,-0.007912,-1.328953,-0.794308,0.009713,-1.325182,-0.759968,0.027291,-1.321187,-0.724519,0.044817,-1.316967,-0.687998,0.062290,-1.312523,-0.650441,0.079707,-1.307857,-0.611884,0.097064,-1.302968,-0.572367,0.114360,-1.297858,-0.531933,0.131592,-1.292527,-0.490621,0.148755,-1.286975,-0.448476,0.165850,-1.281206,-0.405544,0.182872,-1.275220,-0.361869,0.199818,-1.269015,-0.317499,0.216686,-1.262594,-0.272481,0.233474,-1.255958,-0.226866,0.250177,-1.249109,-0.180702,0.266796,-1.242046,-0.134040
-0.258134,-1.357855,-1.143297,-0.240132,-1.357280,-1.127153,-0.222139,-1.356475,-1.109600,-0.204155,-1.355440,-1.090647,-0.186188,-1.354175,-1.070304,-0.168237,-1.352681,-1.048586,-0.150306,-1.350957,-1.025507,-0.132398,-1.349003,-1.001083,-0.114515,-1.346823,-0.975334,-0.096661,-1.344412,-0.948281,-0.078837,-1.341775,-0.919947,-0.061048,-1.338910,-0.890354,-0.043295,-1.335817,-0.859531,-0.025583,-1.332498,-0.827506,-0.007912,-1.328953,-0.794308,0.009713,-1.325182,-0.759968,0.027291,-1.321187,-0.724519,0.044817,-1.316967,-0.687998,0.062290,-1.312523,-0.650441,0.079707,-1.307857,-0.611884,0.097064,-1.302968,-0.572367,0.114360,-1.297858,-0.531933,0.131592,-1.292527,-0.490621,0.148755,-1.286975,-0.448476,0.165850,-1.281206,-0.405544,0.182872,-1.275220,-0.361869,0.199818,-1.269015,-0.317499,0.216686,-1.262594,-0.272481,0.233474,-1.255958,-0.226866,0.250177,-1.249109,-0.180702,0.266796,-1.242046,-0.134040,0.283325,-1.234772,-0.086934
-0.240132,-1.357280,-1.127153,-0.222139,-1.356475,-1.109600,-0.204155,-1.355440,-1.090647,-0.186188,-1.354175,-1.070304,-0.168237,-1.352681,-1.048586,-0.150306,-1.350957,-1.025507,-0.132398,-1.349003,-1.001083,-0.114515,-1.346823,-0.975334,-0.096661,-1.344412,-0.948281,-0.078837,-1.341775,-0.919947,-0.061048,-1.338910,-0.890354,-0.043295,-1.335817,-0.859531,-0.025583,-1.332498,-0.827506,-0.007912,-1.328953,-0.794308,0.009713,-1.325182,-0.759968,0.027291,-1.321187,-0.724519,0.044817,-1.316967,-0.687998,0.062290,-1.312523,-0.650441,0.079707,-1.307857,-0.611884,0.097064,-1.302968,-0.572367,0.114360,-1.297858,-0.531933,0.131592,-1.292527,-0.490621,0.148755,-1.286975,-0.448476,0.165850,-1.281206,-0.405544,0.182872,-1.275220,-0.361869,0.199818,-1.269015,-0.317499,0.216686,-1.262594,-0.272481,0.233474,-1.255958,-0.226866,0.250177,-1.249109,-0.180702,0.266796,-1.242046,-0.134040,0.283325,-1.234772,-0.086934,0.299764,-1.227287,-0.039434
-0.222139,-1.356475,-1.109600,-0.204155,-1.355440,-1.090647,-0.186188,-1.354175,-1.070304,-0.168237,-1.352681,-1.048586,-0.150306,-1.350957,-1.025507,-0.132398,-1.349003,-1.001083,-0.114515,-1.346823,-0.975334,-0.096661,-1.344412,-0.948281,-0.078837,-1.341775,-0.919947,-0.061048,-1.338910,-0.890354,-0.043295,-1.335817,-0.859531,-0.025583,-1.332498,-0.827506,-0.007912,-1.328953,-0.794308,0.009713,-1.325182,-0.759968,0.027291,-1.321187,-0.724519,0.044817,-1.316967,-0.687998,0.062290,-1.312523,-0.650441,0.079707,-1.307857,-0.611884,0.097064,-1.302968,-0.572367,0.114360,-1.297858,-0.531933,0.131592,-1.292527,-0.490621,0.148755,-1.286975,-0.448476,0.165850,-1.281206,-0.405544,0.182872,-1.275220,-0.361869,0.199818,-1.269015,-0.317499,0.216686,-1.262594,-0.272481,0.233474,-1.255958,-0.226866,0.250177,-1.249109,-0.180702,0.266796,-1.242046,-0.134040,0.283325,-1.234772,-0.086934,0.299764,-1.227287,-0.039434,0.316108,-1.219592,0.008407
-0.204155,-1.355440,-1.090647,-0.186188,-1.354175,-1.070304,-0.168237,-1.352681,-1.048586,-0.150306,-1.350957,-1.025507,-0.132398,-1.349003,-1.001083,-0.114515,-1.346823,-0.975334,-0.096661,-1.344412,-0.948281,-0.078837,-1.341775,-0.919947,-0.061048,-1.338910,-0.890354,-0.043295,-1.335817,-0.859531,-0.025583,-1.332498,-0.827506,-0.007912,-1.328953,-0.794308,0.009713,-1.325182,-0.759968,0.027291,-1.321187,-0.724519,0.044817,-1.316967,-0.687998,0.062290,-1.312523,-0.650441,0.079707,-1.307857,-0.611884,0.097064,-1.302968,-0.572367,0.114360,-1.297858,-0.531933,0.131592,-1.292527,-0.490621,0.148755,-1.286975,-0.448476,0.165850,-1.281206,-0.405544,0.182872,-1.275220,-0.361869,0.199818,-1.269015,-0.317499,0.216686,-1.262594,-0.272481,0.233474,-1.255958,-0.226866,0.250177,-1.249109,-0.180702,0.266796,-1.242046,-0.134040,0.283325,-1.234772,-0.086934,0.299764,-1.227287,-0.039434,0.316108,-1.219592,0.008407,0.332357,-1.211689,0.056535
-0.186188,-1.354175,-1.070304,-0.168237,-1.352681,-1.048586,-0.150306,-1.350957,-1.025507,-0.132398,-1.349003,-1.001083,-0.114515,-1.346823,-0.975334,-0.096661,-1.344412,-0.948281,-0.078837,-1.341775,-0.919947,-0.061048,-1.338910,-0.890354,-0.043295,-1.335817,-0.859531,-0.025583,-1.332498,-0.827506,-0.007912,-1.328953,-0.794308,0.009713,-1.325182,-0.759968,0.027291,-1.321187,-0.724519,0.044817,-1.316967,-0.687998,0.062290,-1.312523,-0.650441,0.079707,-1.307857,-0.611884,0.097064,-1.302968,-0.572367,0.114360,-1.297858,-0.531933,0.131592,-1.292527,-0.490621,0.148755,-1.286975,-0.448476,0.165850,-1.281206,-0.405544,0.182872,-1.275220,-0.361869,0.199818,-1.269015,-0.317499,0.216686,-1.262594,-0.272481,0.233474,-1.255958,-0.226866,0.250177,-1.249109,-0.180702,0.266796,-1.242046,-0.134040,0.283325,-1.234772,-0.086934,0.299764,-1.227287,-0.039434,0.316108,-1.219592,0.008407,0.332357,-1.211689,0.056535,0.348506,-1.203579,0.104894
-0.168237,-1.352681,-1.048586,-0.150306,-1.350957,-1.025507,-0.132398,-1.349003,-1.001083,-0.114515,-1.346823,-0.975334,-0.096661,-1.344412,-0.948281,-0.078837,-1.341775,-0.919947,-0.061048,-1.338910,-0.890354,-0.043295,-1.335817,-0.859531,-0.025583,-1.332498,-0.827506,-0.007912,-1.328953,-0.794308,0.009713,-1.325182,-0.759968,0.027291,-1.321187,-0.724519,0.044817,-1.316967,-0.687998,0.062290,-1.312523,-0.650441,0.079707,-1.307857,-0.611884,0.097064,-1.302968,-0.572367,0.114360,-1.297858,-0.531933,0.131592,-1.292527,-0.490621,0.148755,-1.286975,-0.448476,0.165850,-1.281206,-0.405544,0.182872,-1.275220,-0.361869,0.199818,-1.269015,-0.317499,0.216686,-1.262594,-0.272481,0.233474,-1.255958,-0.226866,0.250177,-1.249109,-0.180702,0.266796,-1.242046,-0.134040,0.283325,-1.234772,-0.086934,0.299764,-1.227287,-0.039434,0.316108,-1.219592,0.008407,0.332357,-1.211689,0.056535,0.348506,-1.203579,0.104894,0.364554,-1.195264,0.153432
-0.150306,-1.350957,-1.025507,-0.132398,-1.349003,-1.001083,-0.114515,-1.346823,-0.975334,-0.096661,-1.344412,-0.948281,-0.078837,-1.341775,-0.919947,-0.061048,-1.338910,-0.890354,-0.043295,-1.335817,-0.859531,-0.025583,-1.332498,-0.827506,-0.007912,-1.328953,-0.794308,0.009713,-1.325182,-0.759968,0.027291,-1.321187,-0.724519,0.044817,-1.316967,-0.687998,0.062290,-1.312523,-0.650441,0.079707,-1.307857,-0.611884,0.097064,-1.302968,-0.572367,0.114360,-1.297858,-0.531933,0.131592,-1.292527,-0.490621,0.148755,-1.286975,-0.448476,0.165850,-1.281206,-0.405544,0.182872,-1.275220,-0.361869,0.199818,-1.269015,-0.317499,0.216686,-1.262594,-0.272481,0.233474,-1.255958,-0.226866,0.250177,-1.249109,-0.180702,0.266796,-1.242046,-0.134040,0.283325,-1.234772,-0.086934,0.299764,-1.227287,-0.039434,0.316108,-1.219592,0.008407,0.332357,-1.211689,0.056535,0.348506,-1.203579,0.104894,0.364554,-1.195264,0.153432,0.380498,-1.186744,0.202094
-0.132398,-1.349003,-1.001083,-0.114515,-1.346823,-0.975334,-0.096661,-1.344412,-0.948281,-0.078837,-1.341775,-0.919947,-0.061048,-1.338910,-0.890354,-0.043295,-1.335817,-0.859531,-0.025583,-1.332498,-0.827506,-0.007912,-1.328953,-0.794308,0.009713,-1.325182,-0.759968,0.027291,-1.321187,-0.724519,0.044817,-1.316967,-0.687998,0.062290,-1.312523,-0.650441,0.079707,-1.307857,-0.611884,0.097064,-1.302968,-0.572367,0.114360,-1.297858,-0.531933,0.131592,-1.292527,-0.490621,0.148755,-1.286975,-0.448476,0.165850,-1.281206,-0.405544,0.182872,-1.275220,-0.361869,0.199818,-1.269015,-0.317499,0.216686,-1.262594,-0.272481,0.233474,-1.255958,-0.226866,0.250177,-1.249109,-0.180702,0.266796,-1.242046,-0.134040,0.283325,-1.234772,-0.086934,0.299764,-1.227287,-0.039434,0.316108,-1.219592,0.008407,0.332357,-1.211689,0.056535,0.348506,-1.203579,0.104894,0.364554,-1.195264,0.153432,0.380498,-1.186744,0.202094,0.396336,-1.178022,0.250826
